condition,method,targets,mean_best_of_k_tm_like,mean_tm_like_regret,oracle_hit_rate,repeat
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,43
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,43
shuffled_group,group_oracle_rate,10,0.20299402056153762,0.12181817323860322,0.3,44
shuffled_group,group_calibrated_hybrid,10,0.16432354696013876,0.1604886468400021,0.2,44
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,44
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,44
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,44
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,44
shuffled_group,group_mean,10,0.055468971478799145,0.2693432223213417,0.0,44
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,45
shuffled_group,group_calibrated_hybrid,10,0.09986748413350624,0.2249447096666346,0.0,45
shuffled_group,group_mean,10,0.0979976053463332,0.22681458845380767,0.0,45
shuffled_group,group_oracle_rate,10,0.08848099359828934,0.23633120020185153,0.0,45
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,45
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,45
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,45
shuffled_group,group_mean,10,0.13639607534377654,0.18841611845636433,0.0,46
shuffled_group,group_calibrated_hybrid,10,0.12184919883389153,0.2029629949662493,0.0,46
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,46
shuffled_group,group_oracle_rate,10,0.11458930287628595,0.2102228909238549,0.0,46
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,46
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,46
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,46
shuffled_group,group_mean,10,0.15937910636258773,0.16543308743755308,0.1,47
shuffled_group,group_oracle_rate,10,0.14464545932768716,0.1801667344724537,0.0,47
shuffled_group,group_calibrated_hybrid,10,0.12024896193050179,0.20456323186963904,0.0,47
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,47
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,47
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,47
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,47
shuffled_group,group_mean,10,0.229186427836997,0.09562576596314384,0.1,48
shuffled_group,group_calibrated_hybrid,10,0.17919066676938372,0.14562152703075712,0.1,48
shuffled_group,group_oracle_rate,10,0.2122403308082082,0.11257186299193264,0.0,48
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,48
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,48
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,48
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,48
shuffled_group,group_oracle_rate,10,0.14515608780153574,0.17965610599860513,0.0,49
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,49
shuffled_group,group_calibrated_hybrid,10,0.10307715725782718,0.2217350365423137,0.0,49
shuffled_group,group_mean,10,0.08777359054744757,0.2370386032526933,0.0,49
shuffled_group,contact,10,0.06173876313387633,0.26307343066626454,0.0,49
shuffled_group,compact,10,0.059527780539453824,0.265284413260687,0.0,49
shuffled_group,hybrid,10,0.05887758503040684,0.265934608769734,0.0,49
shuffled_group,group_oracle_rate,10,0.15858548874265202,0.16622670505748885,0.0,50
shuffled_group,low_clash,10,0.11617554469036458,0.20863664910977628,0.0,50
shuffled_group,group_calibrated_hybrid,10,0.10683691716541421,0.21797527663472663,0.0,50
shuffled_group,group_mean,10,0.07014476240519082,0.25466743139495,0.0,50
