mean_top1_regret,mean_selected_score,top3_hit_rate,mean_spearman,mean_kendall,num_targets,fold,stat
0.0,1.0,1.0,0.6058467741935485,0.5075268817204301,2.0,1.0,
0.0,1.0,1.0,0.9491935483870968,0.8365591397849463,2.0,2.0,
0.0,1.0,1.0,0.06129611576283655,0.007556991572180323,2.0,3.0,
0.0,1.0,1.0,0.8779683198309289,0.7218944882743965,2.0,4.0,
0.0,1.0,1.0,0.9358870967741937,0.8236559139784947,2.0,5.0,
0.0,1.0,1.0,0.6860383709897209,0.5794386830660896,2.0,,mean
0.0,0.0,0.0,0.3759141245324692,0.34578411538635484,0.0,,std
