method,targets,oracle_hit_rate,oracle_hit_rate_ci_low,oracle_hit_rate_ci_high,mean_best_of_k_tm_like,mean_best_of_k_ci_low,mean_best_of_k_ci_high
invariant_ensemble,7,0.14285714285714285,0.0,0.42857142857142855,0.12317930288772683,0.05061900184550514,0.22074450203415052
invariant_rf,7,0.14285714285714285,0.0,0.42857142857142855,0.12310269159590881,0.04870644876770101,0.21011290753044184
low_clash,7,0.0,0.0,0.0,0.1447630266128188,0.07179845555009155,0.22238994017104732
