contract_version,benchmark,benchmark_kind,method,label_metric,n_targets,n_candidates,label_coverage,mean_selected_label,mean_oracle_label,selected_percentile,pairwise_accuracy,random_top1,random_best_of_k,mean_best_of_k,best_of_k_low,best_of_k_high,verdict
1,casp15,prediction_pool,hybrid,usalign_tm,10,1392,0.9734195402298851,0.2312914893617021,0.6117899999999998,15.883124176427879,0.5990666790772533,49.78065683990887,0.4219631857763721,0.31218,0.3541162499999999,0.4896259999999999,below random
1,casp15,prediction_pool,contact,usalign_tm,10,1392,0.9734195402298851,0.23216170212765957,0.6117899999999998,13.216773199543386,0.5910902257659743,49.78065683990887,0.4219631857763721,0.31699,0.3541162499999999,0.4896259999999999,below random
1,casp15,prediction_pool,low_clash,usalign_tm,10,1392,0.9734195402298851,0.3109857142857143,0.6117899999999998,51.039475336170234,0.10758928180222589,49.78065683990887,0.4219631857763721,0.4302625784833992,0.3541162499999999,0.4896259999999999,within random
1,casp15,prediction_pool,compact,usalign_tm,10,1392,0.9734195402298851,0.2154787234042553,0.6117899999999998,15.728085416737954,0.5787585626299341,49.78065683990887,0.4219631857763721,0.2747799999999999,0.3541162499999999,0.4896259999999999,below random
1,casp15,prediction_pool,plausibility,usalign_tm,10,1392,0.9734195402298851,0.33412708333333335,0.6117899999999998,57.12171310166458,0.6245692790200493,49.78065683990887,0.4219631857763721,0.39422999999999997,0.3541162499999999,0.4896259999999999,within random
